#{"t_start": 1763679237.74574, "env_id": "hover-aviary-v0"}
r,l,t
448.855443,207,404.420985
529.092033,240,405.874982
533.167539,242,406.195691
502.594563,231,406.472017
530.951032,242,406.759076
483.033319,220,407.027377
502.571602,228,407.304551
495.780806,233,407.585118
524.499302,240,407.874182
473.941152,218,408.136413
490.494807,226,409.571712
544.530712,242,409.881036
457.596927,208,410.136187
491.361215,226,410.409055
537.533056,242,410.696051
532.317702,242,410.986673
537.80137,242,411.273222
536.858934,242,411.562882
538.937902,242,411.848794
532.763109,242,413.300508
547.232147,242,413.599328
535.740169,242,413.887737
520.071957,242,414.175723
513.712203,235,414.463017
542.964896,242,414.749588
472.601446,217,415.009669
531.037632,242,415.296519
545.537447,242,415.585732
495.082484,228,417.033364
533.067909,242,417.319733
535.450205,242,417.608668
537.680109,242,417.894457
528.83931,242,418.181652
527.241827,242,418.470567
541.810627,242,418.757769
526.861463,242,419.042634
533.118952,242,420.515181
532.985458,242,420.817473
532.651276,242,421.103388
530.953207,242,421.38939
535.274668,242,421.674387
549.620815,242,421.963943
540.185822,242,422.251941
531.303404,242,422.541939
527.644586,242,422.828936
546.358141,242,424.361696
537.306085,242,424.65086
545.111798,242,424.937937
537.782475,242,425.224938
544.571415,242,425.512114
535.93191,242,425.800019
531.17895,242,426.090508
546.545024,242,426.378585
537.00561,242,427.862098
545.704734,242,428.154096
542.526237,242,428.444331
548.54308,242,428.733085
544.291869,242,429.021015
532.594859,242,429.313053
535.961257,242,429.624383
541.930823,242,429.921712
542.699909,242,431.376052
541.415897,242,431.684561
551.001311,242,431.977158
545.468395,242,432.271335
546.152062,242,432.565576
544.562849,242,432.858504
532.557884,242,433.154745
548.437646,242,433.447924
536.963875,242,433.741085
540.323542,242,435.197544
545.207693,242,435.498193
553.475366,242,435.788134
545.960507,242,436.097615
541.870262,242,436.399323
562.433375,242,436.706644
539.620196,242,437.000643
550.424917,242,437.295845
549.845919,242,438.779506
546.839741,242,439.099147
546.333917,242,439.389303
554.90168,242,439.683725
556.318211,242,439.981674
556.797778,242,440.272514
538.502363,242,440.564432
546.042346,242,440.854044
555.785306,242,441.145946
552.649705,242,442.630649
550.602093,242,442.919816
552.592042,242,443.27143
547.437355,242,443.556688
546.348885,242,443.846086
546.62924,242,444.130084
548.590588,242,444.428085
558.544071,242,444.716087
557.421568,242,446.138298
548.985517,242,446.442495
549.764688,242,446.730058
548.907645,242,447.018286
552.253663,242,447.306602
557.852346,242,447.594662
555.208655,242,447.883124
513.057279,238,448.166456
549.618525,242,448.455948
542.899733,242,449.944071
554.764093,242,450.246115
550.594395,242,450.533108
547.215463,242,450.819417
559.595079,242,451.110036
563.589966,242,451.396448
549.156493,242,451.681618
563.042524,242,451.970613
555.608119,242,453.403385
546.676105,242,453.704456
551.420411,242,453.99247
554.91737,242,454.279634
546.100428,242,454.568555
552.204785,242,454.855838
551.392306,242,455.14258
552.648559,242,455.430063
549.843922,242,455.7187
550.062751,242,457.16977
551.462885,242,457.457768
548.035948,242,457.74633
554.944405,242,458.034258
552.795964,242,458.323596
561.414137,242,458.610859
557.293011,242,458.898206
546.211753,242,459.184235
553.429933,242,460.642788
551.852522,242,460.951234
546.98714,242,461.240021
551.319053,242,461.527112
552.540619,242,461.813885
553.829372,242,462.099963
551.717564,242,462.4247
551.125941,242,462.711216
545.63757,242,463.000572
548.186026,242,464.466474
561.351134,242,464.754986
548.219143,242,465.046144
555.08774,242,465.333303
559.954717,242,465.619485
552.76703,242,465.907722
551.793646,242,466.208646
556.264352,242,466.497501
551.076767,242,467.948747
545.260696,242,468.239534
559.715767,242,468.52968
557.454932,242,468.832096
550.586966,242,469.117413
561.427467,242,469.40712
546.290491,242,469.694121
555.161801,242,469.981797
550.349279,242,470.268499
559.836804,242,471.741716
555.922326,242,472.029557
562.005872,242,472.316292
550.989785,242,472.605191
561.738239,242,472.894755
559.06208,242,473.182614
562.847687,242,473.470011
554.21096,242,473.75643
560.17452,242,475.19778
558.288656,242,475.497608
561.054564,242,475.7846
555.354375,242,476.071744
555.290467,242,476.359328
555.641632,242,476.648651
560.134364,242,476.936504
556.340224,242,477.224633
557.695784,242,477.513559
558.028439,242,478.941556
551.147363,242,479.226556
556.234272,242,479.519215
560.448558,242,479.806575
547.133885,242,480.095174
559.205022,242,480.382698
563.207631,242,480.671221
570.151925,242,480.958291
556.028649,242,482.394567
562.378523,242,482.692143
547.699694,242,482.977213
553.679683,242,483.26406
552.669528,242,483.547985
555.586557,242,483.83328
552.794392,242,484.122104
564.692105,242,484.407179
559.895956,242,485.806148
564.369319,242,486.107585
570.728202,242,486.397336
557.030374,242,486.685015
557.233303,242,486.972845
554.920453,242,487.260695
558.778558,242,487.546692
564.056503,242,487.834692
559.329902,242,488.123689
574.072867,242,489.542674
561.946709,242,489.833753
552.133491,242,490.123752
550.4399,242,490.410417
551.156401,242,490.699258
565.772228,242,490.985256
561.361394,242,491.271269
562.405528,242,491.555254
557.083229,242,492.97857
551.821834,242,493.297945
567.803988,242,493.584322
564.520637,242,493.87131
568.687225,242,494.160735
562.538487,242,494.447925
562.157351,242,494.734597
554.498313,242,495.023152
557.884211,242,495.309561
552.635149,242,496.711795
575.68874,242,497.000302
554.272288,242,497.291373
566.546808,242,497.578995
559.473926,242,497.864866
567.733849,242,498.15158
558.710188,242,498.439083
567.622786,242,498.740054
554.744464,242,500.206669
574.120553,242,500.514724
564.902669,242,500.80142
561.234429,242,501.08635
558.418366,242,501.376346
555.156365,242,501.663905
566.127055,242,501.965218
560.578084,242,502.259957
573.547543,242,502.549151
567.169106,242,503.988691
550.846369,242,504.278617
558.711886,242,504.56762
552.802413,242,504.856289
572.691717,242,505.144469
563.857029,242,505.43218
569.447776,242,505.719961
559.579445,242,506.007356
554.383414,242,507.431169
562.070317,242,507.73613
565.782662,242,508.025978
573.796846,242,508.315383
555.780545,242,508.603069
567.46144,242,508.892654
564.779627,242,509.179833
556.637817,242,509.471574
567.645318,242,509.76078
574.198331,242,511.188038
573.484138,242,511.475099
569.465114,242,511.763992
562.489468,242,512.052502
561.186066,242,512.339397
570.138054,242,512.635986
572.334338,242,512.923643
558.697112,242,513.209735
557.523218,242,514.62814
567.366297,242,514.928238
569.823771,242,515.215236
560.324024,242,515.503895
565.252466,242,515.791085
570.539403,242,516.110281
568.977679,242,516.444181
567.821863,242,516.748503
570.708914,242,517.050797
570.196072,242,518.522197
565.780725,242,518.810053
562.295289,242,519.095527
566.297976,242,519.386456
560.483905,242,519.694157
576.313734,242,519.984796
575.060386,242,520.273632
568.232597,242,520.567195
565.087231,242,522.118875
566.498726,242,522.472666
574.931934,242,522.824426
572.470263,242,523.184548
563.373751,242,523.560967
569.6101,242,523.967302
567.052121,242,524.261914
574.924998,242,524.569092
564.172217,242,524.861293
560.197419,242,526.295616
563.565545,242,526.588062
561.717395,242,526.881045
570.665023,242,527.167277
576.914981,242,527.458626
566.126244,242,527.74915
556.110708,242,528.038985
564.949229,242,528.329131
569.919426,242,529.767655
571.002576,242,530.063724
571.272819,242,530.351442
576.796758,242,530.637694
566.678357,242,530.925052
568.364038,242,531.214041
572.625414,242,531.504915
570.717544,242,531.790913
572.480231,242,533.221768
560.890758,242,533.540679
562.269135,242,533.825836
571.562988,242,534.113131
569.357214,242,534.406703
567.019862,242,534.697257
577.523022,242,534.985824
566.796016,242,535.271128
563.643474,242,535.5566
560.390169,242,536.994211
579.530945,242,537.28614
565.513837,242,537.573824
570.185043,242,537.860763
570.922034,242,538.147184
571.996393,242,538.435323
566.810864,242,538.724346
571.913969,242,539.011211
566.659368,242,540.413309
579.653529,242,540.735345
562.276402,242,541.021266
573.323501,242,541.319201
568.97808,242,541.60527
566.929684,242,541.894269
572.276837,242,542.180933
576.247079,242,542.47595
564.735666,242,542.835283
562.681579,242,544.299803
569.605765,242,544.592936
573.295562,242,544.87943
564.02101,242,545.168329
591.887663,242,545.464
564.595189,242,545.752579
563.468053,242,546.03848
568.786352,242,546.327223
579.317926,242,547.757003
562.871018,242,548.056436
576.118795,242,548.34144
570.021468,242,548.627016
576.205213,242,548.912026
568.484233,242,549.200274
576.738463,242,549.48927
565.128869,242,549.783717
574.031619,242,550.070372
576.07958,242,551.501879
576.100661,242,551.79077
571.685779,242,552.078937
573.2635,242,552.364123
568.160624,242,552.651922
559.875334,242,552.93983
574.791618,242,553.225764
574.562664,242,553.514348
566.6159,242,554.935225
562.113396,242,555.227117
574.317916,242,555.514041
576.486854,242,555.801251
567.733443,242,556.087428
567.466562,242,556.377011
568.58452,242,556.664573
577.704463,242,556.95351
580.244831,242,557.240396
571.559627,242,558.670449
577.154594,242,558.973766
575.844284,242,559.261011
587.326948,242,559.547271
569.239923,242,559.834115
569.882199,242,560.121173
572.821363,242,560.40417
576.473597,242,560.689889
579.252516,242,562.156335
576.830355,242,562.451397
585.464144,242,562.75614
559.657079,242,563.081298
593.310093,242,563.446051
576.070229,242,563.735163
578.620371,242,564.021566
563.791884,242,564.308677
589.858437,242,564.594431
574.450722,242,566.08511
567.679423,242,566.376554
580.976285,242,566.667899
587.462548,242,566.970092
581.362805,242,567.275441
587.955926,242,567.562619
584.361367,242,567.84769
569.721456,242,568.137618
574.884445,242,569.530629
582.875683,242,569.830661
585.709417,242,570.119659
570.297524,242,570.41697
589.8781,242,570.704061
584.815297,242,570.993412
577.349751,242,571.280654
578.457997,242,571.572774
579.343849,242,572.213322
575.571611,242,573.639086
583.173049,242,573.927087
594.697647,242,574.215306
587.477003,242,574.501546
597.74054,242,574.789133
590.820091,242,575.077129
584.959375,242,575.363249
580.272245,242,575.650679
577.865697,242,577.106393
587.257061,242,577.405482
580.23573,242,577.694601
581.791045,242,577.985277
580.482992,242,578.272347
595.008388,242,578.56152
581.665513,242,578.852848
580.838567,242,579.140428
587.034206,242,580.550246
571.772331,242,580.869197
570.956039,242,581.154412
589.625207,242,581.444921
578.964955,242,581.729805
578.067222,242,582.017934
586.268726,242,582.304361
591.442814,242,582.589899
569.033859,242,582.87982
592.126695,242,584.299897
589.159401,242,584.599753
579.259041,242,584.887818
581.140505,242,585.176744
587.398479,242,585.464142
559.958784,242,585.748018
586.750921,242,586.035229
591.883759,242,586.322219
594.121288,242,587.754153
572.948851,242,588.064198
601.84982,242,588.353336
568.340859,242,588.640156
595.318676,242,588.935838
584.801954,242,589.223934
594.126977,242,589.519031
582.908371,242,589.805277
577.229863,242,590.091489
602.551482,242,591.501181
578.732879,242,591.790246
580.166072,242,592.076796
593.892108,242,592.362968
581.201367,242,592.650458
596.116486,242,592.944471
587.33108,242,593.232686
586.664121,242,593.521606
568.337269,242,594.954587
594.02299,242,595.269776
597.247835,242,595.556089
577.719076,242,595.845878
583.802429,242,596.13223
574.627872,242,596.4199
585.58144,242,596.709268
590.795661,242,596.999937
587.965235,242,597.28858
585.981075,242,598.717777
585.446803,242,599.007166
590.904663,242,599.298162
583.773072,242,599.58696
586.783574,242,599.872436
585.365615,242,600.165148
589.508987,242,600.451828
574.576865,242,600.736829
592.375277,242,602.171809
582.889316,242,602.492133
580.734883,242,602.779131
593.087441,242,603.072441
592.825873,242,603.359513
588.399655,242,603.647588
604.549683,242,603.933899
597.334919,242,604.227479
589.90217,242,604.514414
598.912284,242,605.94312
576.88136,242,606.245265
593.135884,242,606.5496
586.590783,242,606.85128
586.267846,242,607.157337
578.523561,242,607.467075
589.997684,242,607.769389
574.869808,242,608.074131
582.697393,242,609.508917
588.938951,242,609.822807
593.907176,242,610.124132
582.732675,242,610.411353
599.840007,242,610.699888
590.085766,242,610.989139
585.807277,242,611.277505
592.976435,242,611.566624
594.117586,242,611.853995
590.602343,242,613.306411
578.339475,242,613.591332
580.912549,242,613.878526
596.723693,242,614.166452
591.272292,242,614.453164
599.731163,242,614.738232
611.511943,242,615.030313
594.833005,242,615.314578
591.432385,242,616.734956
587.86464,242,617.039098
581.445375,242,617.327694
599.036035,242,617.615126
572.748394,242,617.905798
594.913475,242,618.191015
587.82238,242,618.479093
597.742171,242,618.770445
595.940366,242,619.058618
600.002026,242,620.468699
593.604542,242,620.753934
599.519693,242,621.041524
593.984884,242,621.328453
599.316705,242,621.616523
587.491155,242,621.90345
599.454471,242,622.190981
597.53526,242,622.478415
591.059106,242,623.895595
604.66573,242,624.195601
589.321828,242,624.483339
604.255067,242,624.768408
604.954373,242,625.059832
588.598854,242,625.346828
604.706289,242,625.631756
595.157165,242,625.919752
585.828479,242,627.300212
590.723737,242,627.607023
599.855529,242,627.895607
595.080647,242,628.184605
589.218339,242,628.472498
600.78086,242,628.759499
597.821968,242,629.050051
597.139217,242,629.341119
593.129385,242,629.629364
610.942909,242,631.065775
575.178243,242,631.368032
590.006911,242,631.657898
608.143434,242,631.947978
591.641041,242,632.234052
600.118756,242,632.521654
590.273685,242,632.809075
597.189356,242,633.098525
596.140992,242,634.507373
612.013244,242,634.812026
600.867165,242,635.099254
577.920961,242,635.387123
589.906815,242,635.674394
592.530457,242,635.959425
597.736144,242,636.242923
589.559829,242,636.529891
594.559115,242,636.816084
584.644743,242,638.237938
597.806407,242,638.527014
607.297875,242,638.813052
620.084454,242,639.100924
606.255714,242,639.390924
592.069009,242,639.67609
613.686263,242,639.966413
615.418775,242,640.265036
596.971999,242,641.681258
603.88391,242,641.99854
612.401538,242,642.286055
582.134298,242,642.57376
614.975209,242,642.859749
599.706884,242,643.148279
589.988178,242,643.437559
582.300811,242,643.723598
609.666867,242,644.008954
607.778951,242,645.459047
602.037304,242,645.745988
598.614573,242,646.033687
604.546132,242,646.32162
604.00517,242,646.608353
593.214667,242,646.90038
612.816057,242,647.188801
611.584112,242,647.477727
620.809253,242,648.890187
592.219963,242,649.19645
600.672273,242,649.486547
605.830029,242,649.774545
602.295951,242,650.057544
608.55336,242,650.347473
598.352459,242,650.632543
602.151712,242,650.91847
604.343942,242,651.205567
595.961771,242,652.659956
589.407042,242,652.947027
621.051713,242,653.236789
609.356656,242,653.525141
600.533284,242,653.81196
606.675909,242,654.099176
603.799706,242,654.388412
609.494313,242,654.675774
617.691125,242,656.082568
598.308922,242,656.384968
598.078158,242,656.67124
614.182237,242,656.959652
609.577936,242,657.246647
611.861324,242,657.533812
601.139934,242,657.819144
596.533191,242,658.105555
596.837009,242,658.394551
610.351513,242,659.820006
587.51377,242,660.108935
598.625359,242,660.396153
617.532029,242,660.68417
600.908219,242,660.97206
598.684477,242,661.261053
606.840969,242,661.548051
615.7476,242,661.837946
595.799374,242,663.335869
603.648398,242,663.641223
624.964949,242,663.926749
636.88209,242,664.211748
616.95086,242,664.49723
610.072904,242,664.782589
594.431583,242,665.069051
609.061242,242,665.357346
616.096566,242,665.641849
610.313628,242,667.077133
619.282892,242,667.366705
605.94935,242,667.651776
611.310753,242,667.938629
602.041955,242,668.225556
606.747155,242,668.51048
595.830125,242,668.797205
608.761054,242,669.082288
616.556678,242,670.513444
605.609729,242,670.807653
620.761655,242,671.093297
587.417402,242,671.381258
610.045674,242,671.667256
601.373764,242,671.968252
608.964325,242,672.257703
607.133904,242,672.544467
612.199606,242,672.830384
614.248633,242,674.265957
620.398935,242,674.551884
627.9652,242,674.841128
601.297357,242,675.127155
613.262482,242,675.412157
606.467395,242,675.698112
622.074746,242,675.984111
602.197922,242,676.271218
614.855697,242,677.707964
624.064225,242,678.001736
614.033669,242,678.288757
612.366697,242,678.57416
614.125117,242,678.875412
619.097514,242,679.162107
612.927424,242,679.451348
622.783619,242,679.738184
615.073322,242,681.148558
631.956265,242,681.449651
621.587454,242,681.738559
599.565537,242,682.023562
605.472697,242,682.311559
635.662536,242,682.598267
605.119348,242,682.887435
604.465121,242,683.173434
593.297762,242,683.461705
635.154947,242,684.925405
616.178442,242,685.219056
600.955583,242,685.507061
607.76929,242,685.794068
622.241755,242,686.081059
615.092406,242,686.367784
619.687404,242,686.654157
625.697895,242,686.943228
620.343929,242,688.395938
614.522115,242,688.714255
632.282124,242,689.003855
605.738802,242,689.295779
623.334153,242,689.583746
611.041559,242,689.874444
616.703814,242,690.160744
602.310918,242,690.446743
622.792631,242,690.733671
590.669867,242,692.145898
611.56427,242,692.4319
605.885818,242,692.718894
614.209589,242,693.003893
627.330014,242,693.293483
620.15814,242,693.57748
632.340088,242,693.864568
622.971341,242,694.150201
611.438749,242,695.567264
614.768584,242,695.873462
615.504936,242,696.15939
622.972005,242,696.455268
618.311527,242,696.743022
595.287998,242,697.032479
629.026186,242,697.319787
604.116128,242,697.605866
608.569433,242,697.893846
611.614914,242,699.350982
610.111761,242,699.641688
611.327595,242,699.935464
604.912004,242,700.224387
629.052013,242,700.512985
612.027474,242,700.798306
610.587867,242,701.086303
610.292602,242,701.37237
604.852515,242,702.798867
612.2722,242,703.094857
612.347015,242,703.382855
605.27173,242,703.670519
606.234021,242,703.957131
614.429102,242,704.245897
625.375876,242,704.544561
618.130044,242,704.846192
615.392734,242,705.152709
623.81309,242,706.59363
624.845912,242,706.903942
625.846913,242,707.204791
603.972314,242,707.504353
611.364473,242,707.803908
636.058575,242,708.106049
611.671858,242,708.405228
610.041521,242,708.705246
608.792213,242,710.159345
628.386008,242,710.468636
632.608446,242,710.76958
618.597246,242,711.072847
628.208888,242,711.3744
628.523354,242,711.677144
613.631373,242,711.981554
603.1939,242,712.284638
616.614965,242,712.586061
627.36091,242,714.032096
622.104305,242,714.335197
612.73724,242,714.635078
627.981479,242,714.936004
614.372056,242,715.237234
629.683308,242,715.537699
612.474871,242,715.840615
625.524176,242,716.141579
456.025308,181,717.500003
621.069509,242,717.808324
618.394078,242,718.11112
614.870049,242,718.413731
642.171123,242,718.714962
609.51366,242,719.006959
623.618143,242,719.296707
616.379421,242,719.584038
623.206122,242,719.872294
630.791014,242,721.293116
629.255181,242,721.577114
603.515315,242,721.867115
612.278352,242,722.151111
607.341589,242,722.441652
630.191938,242,722.728892
622.44057,242,723.013893
622.659613,242,723.301856
620.96644,242,724.746966
626.985313,242,725.049829
611.964982,242,725.341465
631.994118,242,725.628766
626.049805,242,725.91585
607.132999,242,726.202623
631.305889,242,726.488961
627.711873,242,726.775175
633.987973,242,727.06537
622.75353,242,728.468831
613.605492,242,728.754835
617.582768,242,729.041589
621.264728,242,729.331659
620.751952,242,729.61866
621.794676,242,729.923168
611.148224,242,730.210879
614.280933,242,730.497477
598.309274,242,731.947847
617.01361,242,732.251816
631.489769,242,732.537075
635.539832,242,732.823281
613.586034,242,733.109244
623.811394,242,733.398607
630.428228,242,733.686116
629.623991,242,733.973916
628.254347,242,734.258845
628.882882,242,735.668054
620.697738,242,735.952128
640.582333,242,736.238467
629.62494,242,736.525618
624.727749,242,736.811654
623.65415,242,737.101802
625.594687,242,737.387424
633.086495,242,737.674837
621.824632,242,739.09238
629.113838,242,739.397378
626.523175,242,739.68397
614.967246,242,739.969977
620.587723,242,740.258044
615.856408,242,740.545041
619.064024,242,740.830291
640.753248,242,741.115934
616.462087,242,741.40433
655.922587,242,742.852996
631.988814,242,743.139026
626.445594,242,743.426843
634.947164,242,743.714023
646.417847,242,743.99978
630.290885,242,744.283778
642.163425,242,744.567316
609.911121,242,744.854322
611.53778,242,746.253987
633.758941,242,746.549377
631.968404,242,746.836946
638.126569,242,747.124713
635.543254,242,747.408711
616.243812,242,747.69171
633.827995,242,747.979906
636.448241,242,748.268747
628.607509,242,749.663196
633.825435,242,749.977994
623.873789,242,750.265322
628.912316,242,750.551986
624.063732,242,750.83922
628.960938,242,751.123402
620.101814,242,751.410587
621.412046,242,751.696586
617.103758,242,751.982978
623.279491,242,753.404592
632.188444,242,753.695104
635.101995,242,753.98141
626.442123,242,754.266415
634.455893,242,754.552882
627.586834,242,754.837871
643.149527,242,755.125353
618.177317,242,755.414862
623.313604,242,756.821024
633.216573,242,757.134376
626.362038,242,757.55986
635.078235,242,757.952516
625.401065,242,758.298546
643.718975,242,758.617993
629.576023,242,758.931283
630.451878,242,759.234097
631.459202,242,759.54279
607.653661,242,761.016819
640.719238,242,761.317109
625.834126,242,761.61528
613.127452,242,761.916521
620.110776,242,762.220289
617.684305,242,762.520815
640.949807,242,762.82174
634.928093,242,763.12016
638.429658,242,764.565301
631.879911,242,764.877129
631.409814,242,765.179549
635.766723,242,765.48576
631.699542,242,765.785898
620.020514,242,766.085187
649.068044,242,766.381807
645.095487,242,766.666852
620.311675,242,766.953091
613.808702,242,768.35219
648.900294,242,768.638994
636.613442,242,768.923919
609.34009,242,769.210273
633.038163,242,769.499341
619.804645,242,769.784969
635.22094,242,770.071523
642.138949,242,770.360271
630.708583,242,771.77589
628.432293,242,772.094368
640.733045,242,772.38429
639.673211,242,772.669289
650.039923,242,772.958941
636.069719,242,773.244702
625.886411,242,773.531627
616.992609,242,773.818721
629.358581,242,774.103768
632.156099,242,775.53019
653.255938,242,775.816194
661.404643,242,776.101192
639.086341,242,776.391326
622.267132,242,776.675494
638.575554,242,776.965352
636.613589,242,777.255804
618.187056,242,777.542009
653.373756,242,778.960406
643.844781,242,779.272278
639.066271,242,779.559267
637.415344,242,779.845747
655.789677,242,780.129354
638.747918,242,780.417487
622.724222,242,780.702521
621.989372,242,780.989019
618.738371,242,781.27488
633.398763,242,782.721383
624.069126,242,783.007311
627.249364,242,783.29331
638.863383,242,783.579462
634.907103,242,783.865389
629.472796,242,784.149389
636.097565,242,784.438746
632.377423,242,784.723971
634.918068,242,786.132945
650.610808,242,786.426724
622.06991,242,786.711652
641.192278,242,786.997194
608.144434,242,787.285564
635.249759,242,787.570396
641.675236,242,787.857623
633.330875,242,788.144331
630.065086,242,788.440202
623.786457,242,789.845549
632.198692,242,790.129546
651.883777,242,790.42181
638.7081,242,790.711153
637.244212,242,790.996639
632.449186,242,791.285749
604.394774,242,791.574819
621.724032,242,791.862492
642.008084,242,793.359325
640.7237,242,793.652395
617.79873,242,793.936392
628.75569,242,794.220392
634.375904,242,794.504904
643.841938,242,794.788832
638.489587,242,795.076831
632.992491,242,795.364546
622.971707,242,796.770534
641.585094,242,797.078205
652.699163,242,797.363997
634.306134,242,797.649936
655.36057,242,797.937934
632.803558,242,798.222933
633.4812,242,798.509394
635.585099,242,798.802474
650.520129,242,799.086433
619.390473,242,800.474991
646.667114,242,800.764988
630.300786,242,801.048352
642.838237,242,801.33308
644.20944,242,801.619272
637.000872,242,801.905524
639.065581,242,802.202668
643.185418,242,802.48891
618.825488,242,804.198808
649.42145,242,804.569986
639.404014,242,804.914201
645.05813,242,805.268993
638.415695,242,805.614911
639.620787,242,806.027852
640.03728,242,806.449682
635.784086,242,806.833017
651.301666,242,807.213428
635.332774,242,808.918145
629.486468,242,809.279065
642.634646,242,809.683815
638.081717,242,810.107562
640.774845,242,810.538558
623.926173,242,810.940672
619.252085,242,811.251497
635.804511,242,811.548303
623.496979,242,813.036316
640.488,242,813.348081
634.751286,242,813.63605
632.122589,242,813.924404
626.479482,242,814.2094
638.634773,242,814.493326
650.56133,242,814.782952
642.814148,242,815.069124
633.138207,242,815.366503
646.300943,242,816.818829
648.218326,242,817.112935
638.480116,242,817.412922
627.193569,242,817.713118
632.058311,242,818.00395
640.850142,242,818.311351
641.443574,242,818.639966
625.564836,242,819.019986
638.037029,242,820.685245
623.136996,242,821.168819
637.79564,242,821.654199
643.293613,242,822.080495
638.566853,242,822.449431
648.102299,242,823.007225
654.457066,242,823.575823
638.654136,242,824.023293
633.813862,242,824.452058
643.104356,242,826.493916
649.335799,242,826.86376
639.874587,242,827.209359
666.851095,242,827.571669
636.449817,242,827.958013
640.621102,242,828.362571
636.44495,242,828.757696
631.949013,242,829.149204
632.759207,242,830.776915
645.150861,242,831.068978
622.70805,242,831.361339
634.35721,242,831.648025
615.681527,242,831.938381
645.330944,242,832.225621
654.758023,242,832.519076
645.056837,242,832.823807
648.388671,242,833.116386
630.377644,242,834.517481
626.033631,242,834.809983
656.167487,242,835.098235
640.075622,242,835.389248
626.806426,242,835.678233
637.446117,242,835.9659
641.288341,242,836.25544
637.318091,242,836.54152
626.301051,242,837.926063
644.385824,242,838.226239
633.519301,242,838.513679
641.291999,242,838.801355
644.925258,242,839.089041
648.476153,242,839.379476
648.438158,242,839.670691
660.273907,242,839.957699
654.615166,242,840.242616
645.5595,242,841.713063
643.832621,242,842.001291
647.36293,242,842.298901
638.451328,242,842.585357
641.486584,242,842.87412
624.562828,242,843.166052
636.236415,242,843.453638
642.191761,242,843.748423
650.157513,242,845.205306
647.546318,242,845.5076
637.759707,242,845.793599
644.323258,242,846.080787
659.959432,242,846.369655
654.28042,242,846.791169
634.958033,242,847.163168
649.446897,242,847.515438
651.658248,242,847.869887
643.900694,242,849.471781
627.132321,242,849.841231
634.509994,242,850.215838
640.445004,242,850.587053
650.58307,242,850.960606
642.641694,242,851.336148
638.79234,242,851.698436
653.850568,242,852.080896
634.651198,242,853.687924
645.353993,242,854.065449
657.425183,242,854.432435
643.574759,242,854.809881
636.759767,242,855.209817
647.513271,242,855.518997
657.277294,242,855.862965
637.146305,242,856.156224
646.442132,242,857.584874
649.118934,242,857.97494
660.21823,242,858.302826
635.995645,242,858.693073
642.580631,242,859.088721
633.102942,242,859.382246
644.509352,242,859.668537
630.321586,242,859.984932
642.133151,242,860.27775
665.888791,242,861.700131
648.855423,242,861.989937
636.571969,242,862.277956
656.178746,242,862.564861
647.11733,242,862.851134
662.182709,242,863.137208
635.425914,242,863.425392
638.846571,242,863.713107
655.859198,242,865.08831
650.274464,242,865.391574
647.885694,242,865.676272
644.400921,242,865.960929
670.462401,242,866.250095
624.059342,242,866.535641
645.170321,242,866.825273
641.402977,242,867.155416
621.426919,242,867.445415
633.499882,242,868.870319
642.669856,242,869.156046
647.004836,242,869.443115
659.446939,242,869.735069
643.039549,242,870.019222
649.401544,242,870.305221
656.529289,242,870.595515
628.441365,242,870.882712
639.662326,242,872.295751
627.734754,242,872.59882
638.231217,242,872.885646
670.368225,242,873.173749
646.888695,242,873.460226
658.996045,242,873.745556
660.230659,242,874.032839
653.463238,242,874.318598
649.74577,242,874.605877
640.98526,242,876.038349
638.803981,242,876.326428
656.644835,242,876.613434
662.260415,242,876.900683
648.852714,242,877.185827
647.855837,242,877.477824
648.782803,242,877.762151
607.237376,242,878.048617
658.855999,242,879.441644
635.595294,242,879.743696
632.937996,242,880.029835
643.223856,242,880.316768
651.256253,242,880.610547
651.567894,242,880.892549
645.35458,242,881.181471
662.373861,242,881.469295
648.735299,242,881.755052
645.886935,242,883.198128
662.751521,242,883.481501
664.587528,242,883.7685
644.727255,242,884.053017
642.747996,242,884.339232
639.062077,242,884.624887
652.295099,242,884.910592
658.876043,242,885.199506
629.702784,242,886.649726
666.5662,242,886.945837
654.380506,242,887.229836
638.923677,242,887.525838
664.185905,242,887.853739
653.239202,242,888.14081
655.822425,242,888.427566
644.537614,242,888.71555
677.041462,242,889.019598
638.832281,242,890.414208
655.666498,242,890.69953
646.52176,242,890.984302
673.283603,242,891.270319
652.008608,242,891.555327
643.200285,242,891.840704
663.787144,242,892.126395
661.688629,242,892.415619
656.890442,242,893.828197
635.618833,242,894.128074
636.334114,242,894.414788
642.906116,242,894.699451
659.864046,242,894.98624
651.683537,242,895.27048
650.277438,242,895.555902
658.871784,242,895.840434
666.542469,242,896.125629
662.287569,242,897.541218
641.3429,242,897.829397
657.549643,242,898.115313
643.114113,242,898.402154
638.777348,242,898.688426
631.719792,242,898.973355
674.788982,242,899.259351
656.425778,242,899.545435
673.043724,242,900.975837
637.220807,242,901.275848
656.575362,242,901.563072
662.235515,242,901.851518
653.711741,242,902.136899
668.390851,242,902.463857
668.846165,242,902.875853
665.658685,242,903.475935
666.040836,242,905.376789
657.815948,242,905.775478
652.591648,242,906.183959
657.542614,242,906.585258
638.012773,242,907.001404
651.236652,242,907.394118
648.420277,242,907.721681
661.199139,242,908.010493
643.354545,242,908.29619
653.481274,242,909.687692
